name,f_year,l_year,tournament_duration,total_matches,minutes,surface,best_of,t_month,most_wins,df,ace,svpt,1stIn,1stWon,2ndWon,SvGms,bpSaved,bpFaced
Davis Cup AME SF: USA vs CAR,1968,1968,1,4,0.0,Hard,5,5,Arthur Ashe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup AME SF: USA vs RSA,1977,1977,1,4,0.0,Hard,5,4,Brian Gottfried,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup AME SF: VEN vs CAN,1982,1982,1,4,0.0,Hard,5,1,Harry Fritz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup AME SF: VEN vs CAR,1981,1981,1,4,0.0,Hard,5,1,Carlos Claverie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: AUS vs NZL,1976,1980,5,5,0.0,Grass,5,3,John Newcombe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: CHN vs NZL,1987,1987,1,4,0.0,Clay,5,10,Kelly Evernden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: ESP vs HUN,1981,1981,1,4,0.0,Clay,5,9,Balazs Taroczy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: ESP vs ITA,1968,1968,1,4,0.0,Clay,5,7,Juan Gisbert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: ESP vs SWE,1975,1975,1,4,0.0,Clay,5,7,Bjorn Borg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: ESP vs TCH,1972,1972,1,4,0.0,Clay,5,7,Juan Gisbert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: FRA vs ROU,1977,1977,1,4,0.0,Clay,5,7,Francois Jauffret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: FRG vs SUI,1983,1983,1,4,0.0,Clay,5,9,Heinz Gunthardt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: GBR vs ISR,1985,1985,1,4,0.0,Grass,5,10,John Lloyd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: GBR vs ITA,1976,1976,1,4,0.0,Grass,5,8,Antonio Zugarelli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: GBR vs ROU,1969,1969,1,4,0.0,Grass,5,8,Graham Stilwell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: GBR vs RSA,1969,1969,1,4,0.0,Grass,5,7,Bob Hewitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: GBR vs TCH,1978,1978,1,4,0.0,Grass,5,9,Buster C Mottram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: HUN vs DEN,1982,1982,1,4,0.0,Clay,5,10,Peter Bastiansen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: HUN vs ESP,1984,1984,1,4,0.0,Clay,5,9,Sergio Casal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: IRL vs SUI,1982,1982,1,4,0.0,Hard,5,10,Matt Doyle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: ITA vs GBR,1979,1979,1,4,0.0,Clay,5,9,Corrado Barazzutti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: ITA vs ROU,1974,1974,1,4,0.0,Clay,5,8,Ilie Nastase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: ITA vs SWE,1980,1980,1,4,0.0,Clay,5,7,Corrado Barazzutti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: JPN vs IND,1983,1983,1,4,0.0,Hard,5,9,Ramesh Krishnan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: NZL vs AUS,1975,1979,5,11,0.0,Grass,5,3,John Alexander,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: PAK vs JPN,1984,1984,1,4,0.0,Clay,5,9,Tsuyoshi Fukui,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: ROU vs DEN,1985,1985,1,4,0.0,Clay,5,10,Florin Segarceanu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: ROU vs FRG,1971,1971,1,4,0.0,Clay,5,7,Ilie Nastase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: ROU vs TCH,1980,1980,1,4,0.0,Clay,5,7,Pavel Slozil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: ROU vs URS,1969,1973,5,8,0.0,Clay,5,7,Ilie Nastase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: SWE vs HUN,1978,1978,1,3,0.0,Clay,5,9,Kjell Johansson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: TCH vs ESP,1971,1971,1,4,0.0,Clay,5,7,Jan Kodes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: TCH vs FRA,1975,1975,1,4,0.0,Clay,5,7,Jan Kodes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: TCH vs ITA,1973,1973,1,4,0.0,Clay,5,8,Jiri Hrebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: TCH vs SWE,1979,1979,1,4,0.0,Clay,5,9,Tomas Smid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: URS vs ISR,1984,1984,1,4,0.0,Clay,5,9,Andrei Chesnokov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: URS vs NED,1981,1981,1,4,0.0,Clay,5,9,Alexander Zverev Sr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: URS vs SUI,1987,1987,1,4,0.0,Clay,5,10,Andrei Chesnokov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: URS vs TCH,1974,1974,1,4,0.0,Clay,5,7,Alex Metreveli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR F: YUG vs HUN,1983,1983,1,3,0.0,Clay,5,9,Marko Ostoja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PQ: ALG vs MAR,1979,1979,1,4,0.0,Clay,5,9,Omar Laimina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PQ: IRI vs ALG,1976,1976,1,4,0.0,Clay,5,8,Taghi Akbari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PQ: ISR vs LUX,1974,1974,1,4,0.0,Hard,5,8,Yehoshua Shalem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PQ: ISR vs TUR,1976,1976,1,4,0.0,Hard,5,9,Shlomo Glickstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PQ: LUX vs POR,1975,1975,1,4,0.0,Clay,5,8,Jose Vilela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PQ: NGR vs KEN,1974,1974,1,4,0.0,Hard,5,9,Yemisi Allan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PQ: TUR vs LIB,1973,1973,1,4,0.0,Clay,5,10,Arif Kocak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: ALG vs IRI,1977,1977,1,4,0.0,Clay,5,8,Mansour Bahrami,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: AUT vs GBR,1975,1975,1,4,0.0,Clay,5,5,Roger Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: BEL vs DEN,1977,1977,1,4,0.0,Clay,5,9,Bernard Boileau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: BEL vs NOR,1974,1974,1,4,0.0,Hard,5,9,Bernard Mignot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: EGY vs GBR,1974,1974,1,4,0.0,Clay,5,5,Ismail El Shafei,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: EGY vs POR,1978,1978,1,4,0.0,Clay,5,9,Abdel Gawad Mohammed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: ESP vs DEN,1975,1975,1,4,0.0,Clay,5,5,Jose Higueras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: ESP vs NOR,1974,1974,1,4,0.0,Clay,5,5,Jose Higueras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: FRA vs BEL,1975,1975,1,4,0.0,Clay,5,5,Patrice Dominguez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: FRG vs DEN,1974,1976,3,8,0.0,Clay,5,4,Hans Jurgen Pohmann,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: FRG vs NOR,1980,1980,1,3,0.0,Clay,5,2,Rolf Gehring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: GRE vs DEN,1976,1978,3,7,0.0,Clay,5,9,Lars Elvstrom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: GRE vs POR,1975,1975,1,4,0.0,Clay,5,9,Nicholas Kalogeropoulos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: IRL vs NOR,1973,1973,1,4,0.0,Hard,5,4,Per Hegna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: IRL vs POR,1977,1977,1,4,0.0,Grass,5,9,Sean Sorensen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: IRL vs SWE,1978,1978,1,4,0.0,Hard,5,3,Bjorn Borg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: ISR vs AUT,1978,1978,1,4,0.0,Hard,5,3,Steve Krulevitz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: ISR vs FIN,1977,1977,1,4,0.0,Hard,5,9,Meir Wertheimer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: ISR vs IRI,1972,1972,1,4,0.0,Hard,5,4,Hussain Akbari,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: ISR vs MON,1979,1979,1,4,0.0,Hard,5,9,Shlomo Glickstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: ISR vs SUI,1974,1974,1,4,0.0,Hard,5,9,Dimitri Sturdza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: ITA vs DEN,1979,1979,1,4,0.0,Clay,5,3,Adriano Panatta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: ITA vs POL,1976,1976,1,4,0.0,Clay,5,4,Adriano Panatta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: MAR vs NOR,1977,1977,1,4,0.0,Clay,5,9,Omar Laimina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: MON vs DEN,1974,1974,1,4,0.0,Clay,5,4,Lars Elvstrom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: MON vs GBR,1978,1978,1,4,0.0,Clay,5,3,John Lloyd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: NED vs DEN,1979,1979,1,4,0.0,Clay,5,9,Louk Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: NED vs FIN,1974,1974,1,4,0.0,Clay,5,5,Jan Hordijk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: NED vs GRE,1977,1977,1,4,0.0,Clay,5,9,Louk Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: NED vs ISR,1976,1976,1,2,0.0,Clay,5,9,Louk Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: NED vs NOR,1978,1978,1,4,0.0,Clay,5,9,Louk Sanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: NED vs YUG,1977,1977,1,2,0.0,Clay,5,4,Zeljko Franulovic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: NOR vs IRI,1974,1974,1,4,0.0,Hard,5,4,Per Hegna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: NOR vs TUR,1979,1979,1,4,0.0,Clay,5,9,Per Hegna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: POL vs NOR,1975,1976,2,8,0.0,Clay,5,9,Wojtek Fibak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: POL vs POR,1974,1974,1,4,0.0,Clay,5,9,Jacek Niedzwiedzki,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: POR vs FRA,1974,1974,1,4,0.0,Clay,5,5,Francois Jauffret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: POR vs IRL,1974,1974,1,4,0.0,Clay,5,4,Jose Vilela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: POR vs MON,1976,1976,1,4,0.0,Clay,5,9,Bernard Balleret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: POR vs SUI,1973,1973,1,4,0.0,Clay,5,4,Peter Kanderal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: ROU vs BEL,1977,1977,1,4,0.0,Clay,5,4,Ilie Nastase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: SRI vs PAK,1975,1975,1,4,0.0,Clay,5,10,Saeed Meer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: SUI vs GBR,1976,1976,1,4,0.0,Clay,5,4,Buster C Mottram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: SWE vs MON,1977,1977,1,4,0.0,Hard,5,4,Rolf Norberg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: SWE vs POL,1974,1974,1,4,0.0,Clay,5,5,Bjorn Borg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: TCH vs IRL,1977,1977,1,4,0.0,Clay,5,4,Jiri Hrebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: TCH vs NED,1978,1978,1,3,0.0,Clay,5,3,Jiri Hrebec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: TPE vs PHI,1975,1975,1,3,0.0,Hard,5,10,Eddie Cruz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: YUG vs POR,1979,1979,1,4,0.0,Clay,5,9,Zoltan Ilin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR PR: YUG vs ROU,1980,1980,1,4,0.0,Hard,5,2,Ilie Nastase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: ALG vs ESP,1981,1981,1,4,0.0,Clay,5,6,Jose Garcia Requena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: AUT vs ALG,1982,1982,1,4,0.0,Clay,5,6,Robert Reininger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: AUT vs DEN,1981,1981,1,4,0.0,Clay,5,6,Peter Feigl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: AUT vs GRE,1987,1987,1,4,0.0,Clay,5,6,Thomas Muster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: AUT vs NOR,1984,1984,1,4,0.0,Clay,5,6,Bernhard Pils,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: AUT vs POR,1986,1986,1,4,0.0,Clay,5,6,Horst Skoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: BEL vs FRG,1983,1983,1,4,0.0,Clay,5,6,Michael Westphal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: BEL vs ISR,1982,1982,1,2,0.0,Clay,5,6,Shahar Perkiss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: BEL vs TCH,1968,1968,1,4,0.0,Clay,5,5,Patrick Hombergen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: BUL vs BEL,1984,1984,1,4,0.0,Clay,5,6,Julian Stamatov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: BUL vs EGY,1986,1986,1,4,0.0,Clay,5,6,Krassimir Lazarov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: BUL vs FIN,1983,1983,1,4,0.0,Clay,5,6,Krassimir Lazarov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: BUL vs SEN,1987,1987,1,4,0.0,Clay,5,6,Julian Stamatov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: CHN vs HKG,1985,1985,1,4,0.0,Clay,5,3,Wei You,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: DEN vs BEL,1985,1985,1,4,0.0,Clay,5,6,Peter Bastiansen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: DEN vs NED,1982,1982,1,2,0.0,Clay,5,6,Michael Mortensen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: DEN vs POL,1972,1972,1,4,0.0,Clay,5,5,Wieslaw Gasiorek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: EGY vs HUN,1981,1985,5,8,0.0,Clay,5,6,Balazs Taroczy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: EGY vs NED,1983,1983,1,4,0.0,Clay,5,6,Huub Van Boeckel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: EGY vs TCH,1973,1973,1,4,0.0,Clay,5,5,Jan Kodes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: ESP vs BUL,1970,1970,1,4,0.0,Clay,5,5,Manuel Santana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: ESP vs GBR,1975,1975,1,4,0.0,Clay,5,5,Manuel Orantes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: ESP vs SWE,1968,1968,1,4,0.0,Clay,5,5,Juan Gisbert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: ESP vs YUG,1983,1983,1,4,0.0,Clay,5,6,Marko Ostoja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: FIN vs BUL,1981,1981,1,4,0.0,Clay,5,6,Leo Palin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: FIN vs IRL,1984,1984,1,4,0.0,Clay,5,6,Olli Rahnasto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: FRA vs AUT,1970,1970,1,4,0.0,Clay,5,5,Georges Goven,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: FRA vs ESP,1972,1972,1,4,0.0,Clay,5,5,Andres Gimeno,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: FRA vs FIN,1971,1971,1,2,0.0,Clay,5,5,Francois Jauffret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: FRA vs SUI,1979,1979,1,4,0.0,Clay,5,6,Yannick Noah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: FRA vs YUG,1975,1975,1,2,0.0,Clay,5,5,Patrice Dominguez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: FRG vs GBR,1973,1973,1,4,0.0,Clay,5,5,Jurgen Fassbender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: FRG vs SWE,1975,1975,1,4,0.0,Clay,5,5,Bjorn Borg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: GBR vs AUT,1978,1978,1,4,0.0,Grass,5,6,Buster C Mottram,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: GBR vs IRL,1969,1969,1,4,0.0,Grass,5,5,Graham Stilwell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: GBR vs POR,1985,1985,1,4,0.0,Grass,5,6,Steve Shaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: GBR vs ROU,1976,1976,1,4,0.0,Grass,5,5,Roger Taylor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: GRE vs AUT,1985,1985,1,4,0.0,Clay,5,6,Thomas Muster,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: GRE vs FIN,1982,1982,1,4,0.0,Clay,5,6,Leo Palin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: HKG vs CHN,1986,1986,1,2,0.0,Hard,5,5,Shu Hua Liu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: HUN vs EGY,1984,1984,1,4,0.0,Clay,5,6,Balazs Taroczy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: HUN vs YUG,1982,1982,1,4,0.0,Clay,5,6,Balazs Taroczy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: HUN vs ZIM,1983,1983,1,4,0.0,Clay,5,6,Balazs Taroczy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: IRL vs MON,1982,1982,1,4,0.0,Hard,5,6,Sean Sorensen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: IRL vs NED,1987,1987,1,4,0.0,Hard,5,6,Michiel Schapers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: ISR vs BEL,1986,1986,1,4,0.0,Hard,5,6,Shlomo Glickstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: ISR vs NED,1985,1985,1,4,0.0,Hard,5,6,Shlomo Glickstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: ISR vs POL,1984,1984,1,4,0.0,Hard,5,6,Shahar Perkiss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: ISR vs ROU,1971,1971,1,4,0.0,Hard,5,5,Ion Tiriac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: ITA vs AUT,1969,1969,1,4,0.0,Clay,5,5,Nicola Pietrangeli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: ITA vs BUL,1973,1973,1,4,0.0,Clay,5,5,Paolo Bertolucci,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: ITA vs MON,1968,1968,1,4,0.0,Clay,5,5,Martin Mulligan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: ITA vs NED,1972,1972,1,2,0.0,Clay,5,5,Adriano Panatta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: ITA vs YUG,1976,1976,1,4,0.0,Clay,5,5,Corrado Barazzutti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: MAR vs SUI,1982,1982,1,4,0.0,Clay,5,6,Heinz Gunthardt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: MON vs HUN,1986,1986,1,4,0.0,Clay,5,6,Balazs Taroczy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: MON vs IRL,1985,1985,1,4,0.0,Clay,5,6,Matt Doyle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: MON vs ISR,1983,1983,1,4,0.0,Clay,5,6,Shlomo Glickstein,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: MON vs POL,1981,1981,1,4,0.0,Clay,5,6,Bernard Balleret,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: MON vs POR,1972,1972,1,4,0.0,Clay,5,5,Raul Peralta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davis Cup EUR QF: MON vs TCH,1969,1969,1,4,0.0,Clay,5,5,Jan Kukal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
